ear_main,mar_main,time
-1.0869784170101315,0.5019188410257144,2024-04-29 10:40:16.584778
-0.9438425426039341,0.6877422727823904,2024-04-29 10:40:17.600957
-1.0542604880314934,1.759416720459668,2024-04-29 10:40:18.567060
-2.0544889873078063,1.7265664070307805,2024-04-29 10:40:19.570253
-0.6200147347114568,1.404924242922329,2024-04-29 10:40:20.655205
0.8206658060896763,0.9904513397497537,2024-04-29 10:40:21.613973
0.7409954231009562,-2.260491165504374,2024-04-29 10:40:22.591727
0.9137317502951817,-2.8072205098861915,2024-04-29 10:40:23.557017
0.5478316168223495,-1.6857582050268742,2024-04-29 10:40:24.556679
0.8531680803525212,-1.6325862657293673,2024-04-29 10:40:25.641598
1.4342827788120065,-0.6501987715314355,2024-04-29 10:40:26.570123
1.2519897125805304,-0.5091437605301699,2024-04-29 10:40:27.611685
1.1065931027769396,-0.5183646460045953,2024-04-29 10:40:28.566259
1.0174698536334013,4.122606044210991,2024-04-29 10:40:29.573238
1.4659099948966796,1.6580349252477224,2024-04-29 10:40:30.619922
1.25380044755062,1.5945558196418694,2024-04-29 10:40:31.590789
1.0217681594931187,9.201471032135501,2024-04-29 10:40:32.616124
1.3180855031949554,2.6670509368999595,2024-04-29 10:40:33.578945
1.458936188524189,2.4736471835977563,2024-04-29 10:40:34.560283
1.0433340771071768,2.388960800229473,2024-04-29 10:40:35.565042
1.6963567722360666,8.080396007651412,2024-04-29 10:40:36.559103
1.3616541506858018,1.9777370231022953,2024-04-29 10:40:37.583727
2.6755346151203216,-4.932536364175782,2024-04-29 10:40:38.580562
3.080523326353665,-7.491884115352307,2024-04-29 10:40:39.560288
2.951659955801441,-8.332808590304694,2024-04-29 10:40:40.606465
2.248990490131435,-2.764710252959767,2024-04-29 10:40:41.595386
1.597284522937179,-1.712161404158287,2024-04-29 10:40:42.566744
1.1247270394600593,-1.2795372943083272,2024-04-29 10:40:43.575860
1.210967356492258,-1.398604765750558,2024-04-29 10:40:44.656009
0.28243916299264493,-0.8817917054272172,2024-04-29 10:40:45.625751
-0.06214472167605489,2.261967370476885,2024-04-29 10:40:46.604227
0.8774089816735334,1.5876426740607192,2024-04-29 10:40:47.558705
